0.5
0.1,8603,24681
0.2,2236,24681
0.3,1864,24681
0.4,1699,24681
0.5,2688,24681
0.6,8579,24681
0.7,35403,92670
0.8,53511,99195
0.9,29766,99195
0.1
0.1,84505,98699
0.2,40887,98699
0.3,9252,98699
0.4,10050,98699
0.5,7861,98699
0.6,10324,98699
0.7,17834,98699
0.8,42330,99040
0.9,39737,99040
0.1
0.1,86187,98852
0.2,49100,98852
0.3,8636,98852
0.4,8891,98852
0.5,6749,98852
0.6,6793,98852
0.7,10493,98852
0.8,21727,98852
0.9,59573,99164
0.2
0.1,50489,97366
0.2,9421,97366
0.3,3834,97366
0.4,3516,97366
0.5,4088,97366
0.6,6122,97366
0.7,13656,97366
0.8,41599,98728
0.9,59233,98728
0.3
0.1,25783,71377
0.2,6727,71377
0.3,5786,71377
0.4,5611,71377
0.5,9797,71377
0.6,31275,97780
0.7,34331,97780
0.8,37154,98960
0.9,41904,99901
0.4
0.1,8404,21642
0.2,2502,21642
0.3,2351,21642
0.4,2339,21642
0.5,4071,21642
0.6,11751,41604
0.7,48604,98232
0.8,34931,98452
0.9,34328,98452
0.4
0.1,8163,20727
0.2,2689,20727
0.3,4354,20727
0.4,3768,20727
0.5,9843,32148
0.6,39227,92181
0.7,42013,99057
0.8,53181,99406
0.9,4084,99406
0.4
0.1,8790,32716
0.2,3711,32716
0.3,11438,32716
0.4,11218,32730
0.5,44261,99336
0.6,48567,99462
0.7,36520,99462
0.8,2085,99462
0.9,1240,99462
0.4
0.1,7888,22708
0.2,2693,22708
0.3,5610,22708
0.4,5826,22708
0.5,19343,81612
0.6,44897,99684
0.7,48830,99684
0.8,43498,99684
0.9,-1,-1
0.4
0.1,7397,14649
0.2,3254,14649
0.3,10323,41739
0.4,9804,41739
0.5,39716,99348
0.6,54166,99348
0.7,47332,99348
0.8,19327,99348
0.9,-1,-1
0.4
0.1,9300,19180
0.2,2671,19180
0.3,4714,19180
0.4,4818,19180
0.5,14026,40447
0.6,53121,97849
0.7,18847,97849
0.8,4668,97849
0.9,37242,97849
0.1
0.1,86564,99385
0.2,42204,99385
0.3,8683,99385
0.4,9009,99385
0.5,6070,99385
0.6,5977,99385
0.7,7901,99385
0.8,15153,99385
0.9,39389,99385
0.1
0.1,85460,99242
0.2,38875,99242
