0.1
0.1,72035,99041
0.2,40451,99049
0.3,17188,99049
0.4,9785,99049
0.5,7021,99049
0.6,5749,99049
0.7,4573,99049
0.8,3884,99049
0.9,3324,99049
0.2
0.1,58472,98560
0.2,22380,98560
0.3,13563,98560
0.4,8830,98560
0.5,7050,98560
0.6,5947,98560
0.7,5341,98560
0.8,4701,98560
0.9,4376,98560
0.3
0.1,49057,99190
0.2,68176,99577
0.3,55305,99619
0.4,30099,99619
0.5,17098,99619
0.6,13266,99619
0.7,9571,99619
0.8,8753,99619
0.9,7253,99619
0.4
0.1,66591,99313
0.2,76997,99345
0.3,80628,99345
0.4,75446,99345
0.5,62897,99463
0.6,48970,99463
0.7,31772,99463
0.8,29227,99463
0.9,24535,99463
0.5
0.1,3520,98825
0.2,70841,99482
0.3,76792,99482
0.4,79676,99530
0.5,81425,99530
0.6,85912,99638
0.7,86992,99638
0.8,85876,99638
0.9,85051,99638
